name,contrib_return,risk_contrib,risk_contrib_pct
GOOGL,.0069355317814029,.0012246686868111,.4230840910212889
MSFT,.0091015375874947,.0011551820274778,.3990786596595336
MA,.0018600372429662,.0002176518451493,.0751917919154872
HD,.0020753834812367,.0002971198402243,.1026454574036903
